Accident_index,Year,Month,Day,Hour,Minute,District,Death_num,Injury_num,Climate,Light,Road_category,Speed_limit,Road_type,Accident_location,Pavement,Road_condition,Road_defect,Barrier,Sight_distance,Signal_type,Signal_action,Accident_type,Causing_factor,injury_degree,Main_injury,Protective_equipement,Action_status,Driving_qualifications,Driving_type,Drinking_situation,Impact_site,Run_away,Job,GPS_X,GPS_Y,License_num,ID_card,Car_type,Timestamp
5477,2023,9,15,10,50,Dadu,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,12,120.568954,24.121694,XXC-6517,L228043645,C03,1694774820
5478,2023,9,15,10,51,North,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,16,11,3,10,2,6,1,10,2,11,1,12,120.684456,24.142287,WAS-508,L221914295,B12,1694775000
5479,2023,9,15,10,52,Beitun,0,0,7,,6,50,,,,,,,,,,12,84,,,,,1,,1,,1,13,120.688996,24.180097,JJF-7258,F199523851,C03,1694775060
5480,2023,9,15,10,52,Xitun,0,0,7,,6,30,,,,,,,,,,,8,,,,,1,,1,,1,12,120.626268,24.18818,EZW-463,H192764015,C03,1694775120
5481,2023,9,15,10,54,Beitun,0,1,7,2,6,50,4,1,1,5,4,6,6,4,4,15,15,2,9,1,9,3,19,2,12,1,12,120.715482,24.181175,LKD-1956,W231488632,C03,1694775120
5482,2023,9,15,11,0,Waipu,0,0,7,2,6,50,4,2,1,5,4,6,6,4,4,24,59,,,,,1,,1,,1,12,120.647263,24.327546,KYK-6412,F228352451,B03,1694775240
5483,2023,9,15,11,2,Tanzi,0,1,7,3,6,30,4,1,1,5,4,6,6,4,4,15,15,2,9,1,9,1,10,2,11,1,12,120.70315,24.195633,JLX-7829,L177213219,B03,1694775600
5484,2023,9,15,11,8,South,0,1,7,3,6,50,13,9,1,5,4,6,6,2,1,17,32,3,10,5,11,1,8,2,8,1,12,120.653832,24.122322,LAW-3902,A149484352,B12,1694775720
5485,2023,9,15,11,9,Taiping,0,3,7,3,6,50,4,1,1,5,4,6,6,4,4,15,15,2,9,2,9,1,10,2,11,1,12,120.726171,24.125075,TGS-9343,D243865144,B03,1694776080
5486,2023,9,15,11,11,West,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,12,1,3,10,3,4,1,8,2,2,1,12,120.668746,24.142271,ZSD-6880,R226541596,B03,1694776140
5487,2023,9,15,11,15,Dali,0,0,7,,6,50,,,,,,,,,,12,40,,,,,3,,9,,2,13,120.679841,24.115802,YVK-4787,F142002670,B12,1694776260
5488,2023,9,15,11,17,Nantun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,6,120.634459,24.143597,GCV-9623,O149663761,B12,1694776500
5489,2023,9,15,11,20,South,0,0,7,,6,50,,,,,,,,,,12,42,,,,,1,,2,,1,12,120.653495,24.122737,BSB-4300,J135613664,C03,1694776620
5490,2023,9,15,11,25,Wuqi,0,1,7,2,6,70,13,14,1,5,4,6,6,4,4,16,20,3,10,3,5,1,8,2,5,1,6,120.550473,24.240361,CBM-2052,T159638779,B03,1694776800
5491,2023,9,15,11,26,Nantun,0,0,7,,6,50,,,,,,,,,,,35,,,,,1,,1,,1,12,120.623497,24.149515,IBA-7595,A215201985,B03,1694777100
5492,2023,9,15,11,26,Xitun,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,14,49,3,10,5,2,1,10,2,13,1,13,120.639958,24.171404,UAP-6536,K165820014,B03,1694777160
5493,2023,9,15,11,26,Xitun,0,1,7,2,6,40,4,2,1,5,4,6,6,1,1,16,48,2,9,1,6,1,10,2,14,1,13,120.664804,24.171108,KJL-3762,Z148276551,C03,1694777160
5494,2023,9,15,11,27,Beitun,0,1,7,2,6,50,4,1,1,5,4,6,6,2,1,16,11,3,10,3,5,1,8,2,6,1,12,120.668508,24.178255,HPC-4876,E185242148,F03,1694777160
5495,2023,9,15,11,29,Wuri,0,2,7,3,6,30,5,1,1,5,4,6,1,4,4,16,20,2,9,2,9,1,10,2,11,1,12,120.636069,24.076338,ISQ-9889,C223975113,C03,1694777220
5496,2023,9,15,11,30,Central,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,17,75,,,,,1,,9,,1,13,120.680229,24.144737,UPF-2359,B253192906,B03,1694777340
5497,2023,9,15,11,30,Nantun,0,2,7,2,6,50,4,7,1,5,4,6,6,2,1,13,7,3,10,3,9,1,8,2,8,1,13,120.630811,24.144949,YFE-9223,L248183350,B03,1694777400
5498,2023,9,15,11,30,Beitun,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,12,120.691422,24.168392,ZCF-5933,T212010827,B03,1694777400
5499,2023,9,15,11,31,Xinshe,0,0,7,,6,50,,,,,,,,,,13,56,,,,,1,,2,,1,12,120.803435,24.230163,UKZ-4380,W293084185,B03,1694777400
5500,2023,9,15,11,34,West,0,0,7,2,6,50,4,2,1,5,4,6,6,1,1,13,59,,,,,1,,1,,1,13,120.671247,24.145505,JNO-4611,Q211531140,B03,1694777460
5501,2023,9,15,11,37,North,0,0,7,,6,50,,,,,,,,,,12,40,,,,,1,,2,,1,12,120.691675,24.160263,IHP-5389,V241619499,B12,1694777640
5502,2023,9,15,11,37,Beitun,0,1,7,2,6,50,4,1,1,5,4,6,6,1,3,15,15,2,9,1,9,1,10,2,11,1,12,120.676309,24.193341,NVT-7634,K281779217,C03,1694777820
5503,2023,9,15,11,41,Taiping,0,0,7,,6,40,,,,,,,,,,,119,,,,,,,,,1,,120.726294,24.155244,OXM-1587,P247426642,B03,1694777820
5504,2023,9,15,11,42,Fengyuan,0,1,7,2,6,60,4,1,1,5,4,6,6,1,1,17,11,3,10,3,6,3,19,2,5,1,13,120.717269,24.263973,AZP-788,T166045408,B03,1694778060
5505,2023,9,15,11,43,Wuqi,0,0,7,,6,50,,,,,,,,,,16,12,,,,,1,,2,,1,6,120.530935,24.24222,QBH-4911,R175585122,B03,1694778120
5506,2023,9,15,11,44,Xitun,0,2,7,2,6,50,4,1,1,5,4,6,6,2,1,12,40,2,9,1,7,1,10,2,12,1,12,120.650546,24.191075,HHA-4825,N257457974,B03,1694778180
5507,2023,9,15,11,45,Nantun,0,0,7,,6,50,,,,,,,,,,35,109,,,,,1,,10,,1,12,120.635711,24.143383,OAJ-7132,V166933203,C03,1694778240
5508,2023,9,15,11,45,Wuqi,0,0,7,,6,40,,,,,,,,,,,50,,,,,1,,2,,1,6,120.54079,24.248044,KQM-9101,P274252279,C03,1694778300
5509,2023,9,15,11,46,Taiping,0,0,7,2,6,50,,,,,,,,,,,85,,,,,,,,15,1,,120.717207,24.124124,OBD-1291,X163408836,C03,1694778300
5510,2023,9,15,11,47,Daya,0,0,7,,6,50,,,,,,,,,,,14,,,,,1,,2,,1,13,120.633003,24.205641,EXD-3517,W182540132,B02,1694778360
5511,2023,9,15,11,48,Nantun,0,0,7,,6,50,,,,,,,,,,2,8,,,,,1,8,1,,1,12,120.636302,24.132106,IIZ-4561,G130371777,C04,1694778420
5512,2023,9,15,11,50,Xitun,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,1,,1,12,120.646987,24.158836,SBV-8719,B274256362,C03,1694778480
5513,2023,9,15,11,51,Xitun,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,17,12,3,10,3,9,1,8,2,1,1,12,120.627807,24.159385,WOC-7396,Y215627312,B02,1694778600
5514,2023,9,15,11,51,Xitun,0,1,7,2,6,50,4,1,1,5,4,6,6,1,1,16,11,3,10,3,6,1,4,2,2,1,13,120.650884,24.166539,UJY-5330,Q148011980,B03,1694778660
5515,2023,9,15,11,55,Nantun,0,0,7,,6,50,,,,,,,,,,,40,,,,,1,,1,,1,12,120.649447,24.153294,DSE-9027,Z231224534,B12,1694778660
5516,2023,9,15,11,56,Wuri,0,0,7,,6,50,,,,,,,,,,,21,,,,,1,,2,,1,12,120.641759,24.108973,WTJ-8139,Z168154501,C03,1694778900
5517,2023,9,15,12,0,Daya,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,1,,1,12,120.639055,24.23189,VLK-5643,A110553080,B03,1694778960
5518,2023,9,15,12,4,Fengyuan,0,2,7,3,6,50,4,1,1,5,4,6,6,1,1,17,59,2,9,1,9,1,10,2,11,1,12,120.721383,24.252545,YWA-8281,W148528186,B03,1694779200
5519,2023,9,15,12,5,North,0,1,7,2,6,50,4,1,1,5,4,6,6,4,4,15,6,2,7,2,9,1,10,2,11,1,12,120.667551,24.16562,AOK-5521,A279537868,B03,1694779440
5520,2023,9,15,12,5,East,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,16,84,3,10,3,9,1,8,2,2,1,12,120.687323,24.141522,OCO-745,N162449368,C03,1694779500
5521,2023,9,15,12,5,Qingshui,0,0,7,,6,40,,,,,,,,,,17,51,,,,,1,,2,,1,12,120.578308,24.277628,QWO-3489,S272862397,B03,1694779500
5522,2023,9,15,12,10,West,0,0,7,,6,40,,,,,,,,,,,84,,,,,1,,1,,1,12,120.664665,24.158691,OVB-6497,H146545677,B03,1694779500
5523,2023,9,15,12,14,North,0,1,7,3,6,50,3,1,1,5,4,6,6,4,4,13,84,3,10,2,9,1,10,2,11,1,12,120.688697,24.152433,HGR-25,R199705591,B03,1694779800
5524,2023,9,15,12,15,Beitun,0,0,7,,6,50,,,,,,,,,,,26,,,,,1,,1,,1,13,120.697745,24.170349,ENA-5029,O298186783,B03,1694780040
5525,2023,9,15,12,15,Longjing,0,0,7,,6,30,,,,,,,,,,17,85,,,,,,,,,1,,120.587147,24.189396,TRK-1306,V153140692,C03,1694780100
5526,2023,9,15,12,16,Xitun,0,1,7,2,6,50,4,1,1,5,4,6,6,1,3,15,15,2,9,2,9,1,10,2,12,1,13,120.643854,24.154647,JFE-4612,H255255224,C03,1694780100
5527,2023,9,15,12,17,Xitun,0,2,7,2,6,50,13,9,1,5,4,6,6,4,4,13,7,2,9,5,9,1,10,2,11,1,13,120.658407,24.170662,MLN-9517,Y128765241,B03,1694780160
5528,2023,9,15,12,19,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.651231,24.198079,YES-9207,S130946440,C03,1694780220
5529,2023,9,15,12,23,Nantun,0,0,7,,6,50,,,,,,,,,,17,59,,,,,1,8,1,,1,12,120.633369,24.148828,YQM-6593,K162733600,B11,1694780340
5530,2023,9,15,12,23,Xitun,0,1,7,2,6,50,5,2,1,5,4,6,6,2,1,16,58,3,10,3,5,1,8,2,5,1,12,120.657617,24.163366,ICS-5809,C155765203,B03,1694780580
5531,2023,9,15,12,24,North,0,0,7,,6,40,,,,,,,,,,,119,,,,,,,,,1,,120.694219,24.157874,DNY-8065,Y252800602,C03,1694780580
5532,2023,9,15,12,25,Wufeng,0,0,7,2,6,40,13,9,1,5,4,6,6,4,4,16,26,,,,,1,,2,,1,6,120.678474,24.064746,WVN-9594,O221863710,B03,1694780640
5533,2023,9,15,12,35,South,0,1,7,2,6,50,13,8,1,5,4,6,6,4,4,17,84,3,10,5,15,1,8,2,5,1,13,120.675568,24.124173,FEM-8021,P211973209,C03,1694780700
5534,2023,9,15,12,35,Xitun,0,1,7,3,6,50,13,12,1,5,4,6,6,4,4,17,84,2,9,4,9,7,21,1,15,1,12,120.666573,24.172145,HES-6487,C143449521,C03,1694781300
5535,2023,9,15,12,35,Dali,0,0,7,,6,50,,,,,,,,,,16,34,,,,,1,,1,,1,13,120.693839,24.091474,VIY-2626,Z287568796,B03,1694781300
5536,2023,9,15,12,42,Nantun,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,16,23,3,10,5,6,1,8,2,4,1,12,120.637724,24.142453,OXX-2210,C166139868,B03,1694781300
5537,2023,9,15,12,43,West,0,1,7,2,6,50,4,1,1,5,4,6,6,2,1,3,10,3,10,3,6,1,8,2,1,1,12,120.674242,24.148187,ZCI-978,F267699049,C03,1694781720
5538,2023,9,15,12,48,West,0,0,7,2,6,50,3,1,1,5,4,6,6,1,1,17,40,,,,,1,,1,,1,13,120.669806,24.146727,ZIC-7424,R180206959,C03,1694781780
5539,2023,9,15,12,57,Wuri,0,0,7,,6,30,,,,,,,,,,,84,,,,,1,,2,,1,12,120.60587,24.118294,IYJ-7568,C172647919,B03,1694782080
5540,2023,9,15,13,0,East,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,2,,1,12,120.706466,24.14025,UOK-9699,W122627420,C03,1694782620
5541,2023,9,15,13,1,Beitun,0,1,7,2,6,50,4,9,1,5,4,6,6,2,1,13,84,3,10,3,6,1,8,2,8,1,12,120.671342,24.189352,TAD-758,N275987399,C03,1694782800
5542,2023,9,15,13,5,Taiping,0,1,7,3,6,40,13,7,1,5,4,6,6,4,4,16,45,2,9,2,11,1,10,2,11,1,12,120.727487,24.149848,ICW-4552,V286795301,B12,1694782860
5543,2023,9,15,13,9,Taiping,0,0,7,,6,30,,,,,,,,,,,58,,,,,1,,2,,1,12,120.733741,24.14965,EVA-4329,M269468950,B13,1694783100
5544,2023,9,15,13,10,Longjing,0,0,7,,6,30,,,,,,,,,,14,49,,,,,1,,1,,1,13,120.596672,24.188298,GIG-5701,O199986408,B03,1694783340
5545,2023,9,15,13,12,Longjing,0,1,7,2,6,60,4,1,1,5,4,6,6,2,1,16,38,3,10,3,5,1,8,2,5,1,13,120.574501,24.181213,BBW-5862,D176901032,B11,1694783400
5546,2023,9,15,13,12,Fengyuan,0,0,7,,6,50,,,,,,,,,,17,59,,,,,1,,2,,1,12,120.728571,24.276494,AHG-315,M176910019,B12,1694783520
5547,2023,9,15,13,17,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,13,120.64848,24.160552,WNO-9522,L158343867,C03,1694783520
5548,2023,9,15,13,18,Houli,0,0,7,2,6,50,13,14,1,5,4,6,6,4,4,14,49,,,,,1,,1,,1,6,120.710488,24.310599,EIX-7520,W285226011,B03,1694783820
5549,2023,9,15,13,19,Dali,0,2,7,2,6,50,4,1,1,5,4,6,6,2,1,16,48,2,7,1,6,1,10,2,12,1,6,120.694774,24.111463,TZW-1085,Y168395988,C03,1694783880
5550,2023,9,15,13,19,Fengyuan,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,12,120.71916,24.242913,OXC-2047,H129664089,B03,1694783940
5551,2023,9,15,13,22,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.662314,24.200772,VPM-3432,D122782146,C03,1694783940
5552,2023,9,15,13,23,Nantun,0,2,7,3,6,40,13,9,1,5,4,6,6,4,4,17,51,3,10,5,1,1,10,2,14,1,12,120.654107,24.13316,BGI-8469,L269693843,B03,1694784120
5553,2023,9,15,13,23,Xitun,0,1,7,2,6,50,4,1,1,5,4,6,6,1,1,17,11,3,10,3,6,1,8,2,16,1,12,120.634595,24.164894,QQE-7156,Z168557098,A11,1694784180
5554,2023,9,15,13,24,Beitun,0,0,7,,6,40,,,,,,,,,,,84,,,,,1,,1,,1,12,120.687622,24.20106,UFL-7076,U252819938,B11,1694784180
5555,2023,9,15,13,26,Xitun,0,2,7,3,6,40,4,4,1,5,4,6,6,2,1,13,7,2,9,2,9,1,10,2,11,1,12,120.652924,24.160509,ZLD-7520,T173046607,B03,1694784240
5556,2023,9,15,13,30,Qingshui,0,1,7,3,6,60,13,7,1,5,4,6,6,4,4,13,7,3,10,3,9,1,8,2,1,1,12,120.596946,24.306064,FAN-2057,Q126691323,B03,1694784360
5557,2023,9,15,13,36,Nantun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.652111,24.143821,OFB-3764,Z222404338,B03,1694784600
5558,2023,9,15,13,36,Taiping,0,0,7,,6,30,,,,,,,,,,8,51,,,,,1,,2,,1,12,120.725757,24.144261,QMV-8225,C252075559,B03,1694784960
5559,2023,9,15,13,38,Beitun,0,1,7,2,6,50,3,4,1,5,4,6,6,1,1,16,40,2,9,1,8,1,10,2,14,1,12,120.712022,24.1647,MML-7724,O150604218,B12,1694784960
5560,2023,9,15,13,40,Dajia,0,2,7,2,6,50,13,14,1,5,4,6,6,4,4,18,87,2,9,1,9,3,19,2,14,1,12,120.627033,24.340325,FPN-366,X237002928,B03,1694785080
5561,2023,9,15,13,43,Fengyuan,0,2,7,3,6,50,4,1,1,5,4,6,6,1,1,17,39,2,9,1,4,1,10,2,12,1,12,120.72981,24.255086,UYE-5927,M168959622,B03,1694785200
5562,2023,9,15,13,44,Beitun,0,1,7,1,6,50,3,2,1,5,4,6,6,4,4,15,45,3,10,3,11,1,8,2,3,1,13,120.671098,24.179106,GTN-251,N258198754,B03,1694785380
5563,2023,9,15,13,45,Xitun,0,1,7,2,6,40,13,8,1,5,4,6,6,1,1,13,84,3,10,3,9,5,8,2,1,1,13,120.618792,24.18118,UXV-8943,E261931272,C03,1694785440
5564,2023,9,15,13,47,Central,0,2,7,3,6,50,4,1,1,5,4,6,6,2,1,17,7,2,9,2,9,1,10,2,12,1,13,120.67733,24.140209,HEX-3011,A265249663,,1694785500
5565,2023,9,15,13,47,Wuqi,0,1,7,2,6,40,3,2,1,5,4,6,6,4,4,16,29,3,10,3,5,1,8,2,5,1,6,120.537741,24.249281,TIF-3799,D161108500,B12,1694785620
5566,2023,9,15,13,48,Xitun,0,1,7,2,6,50,3,1,1,5,4,6,6,4,4,16,51,3,10,5,1,5,19,2,11,1,13,120.664924,24.169328,XFY-9234,W138906054,B03,1694785620
5567,2023,9,15,13,48,Dadu,0,1,7,2,6,50,4,4,1,5,4,6,6,2,1,17,51,3,10,3,1,1,8,2,8,1,6,120.544343,24.154298,YEV-6244,I133151286,C03,1694785680
5568,2023,9,15,13,49,Dajia,0,1,7,2,6,70,3,2,1,5,4,6,6,1,1,17,11,3,10,3,5,1,1,2,8,1,12,120.651315,24.38839,LBP-4132,S113459605,B03,1694785680
5569,2023,9,15,13,51,Beitun,0,0,7,,6,50,,,,,,,,,,13,84,,,,,1,,1,,1,13,120.68535,24.181525,EFG-3790,H192502524,C03,1694785740
5570,2023,9,15,13,53,West,0,0,7,3,6,50,11,9,1,5,4,6,6,4,4,11,4,3,10,3,9,1,8,1,8,1,13,120.666375,24.139699,GIZ-7316,N160831722,B03,1694785860
5571,2023,9,15,13,56,Kamioka,0,2,7,3,6,50,4,1,1,5,4,6,6,1,1,17,23,2,9,1,6,1,10,2,11,1,12,120.657193,24.257758,SST-3680,O287334538,B03,1694785980
5572,2023,9,15,13,58,Nantun,0,1,7,3,6,50,13,8,1,5,4,6,6,4,4,12,20,3,10,3,7,1,8,2,6,1,12,120.60964,24.130207,MPA-2559,Y134187803,B03,1694786160
5573,2023,9,15,13,59,Taiping,0,0,5,,6,50,,,,,,,,,,13,59,,,,,1,,1,,1,12,120.712648,24.145287,YIU-2371,S116327515,C03,1694786280
5574,2023,9,15,14,5,South,0,0,7,,6,50,,,,,,,,,,12,61,,,,,1,,2,,1,12,120.671846,24.121806,BVJ-5920,K157899241,C03,1694786340
5575,2023,9,15,14,6,Fengyuan,0,0,7,,6,60,,,,,,,,,,13,59,,,,,1,,2,,1,12,120.72298,24.264072,JOA-5752,X212680713,B03,1694786700
5576,2023,9,15,14,7,Beitun,0,1,7,2,6,50,13,7,1,5,4,6,6,4,4,13,7,2,9,1,9,1,8,2,14,1,12,120.694208,24.166473,BSP-486,N141503280,B01,1694786760
5577,2023,9,15,14,7,Dajia,0,0,7,,6,60,,,,,,,,,,14,49,,,,,1,,1,,1,12,120.62614,24.349287,RGJ-3417,N285077748,C03,1694786820
5578,2023,9,15,14,9,Xitun,0,0,7,,6,50,,,,,,,,,,,50,,,,,1,,1,,1,12,120.620195,24.187171,NMA-6760,H175456528,B03,1694786820
5579,2023,9,15,14,12,Nantun,0,0,7,,6,40,,,,,,,,,,9,50,,,,,1,,9,,2,12,120.643341,24.138182,EQN-6056,R191992036,C03,1694786940
5580,2023,9,15,14,14,Beitun,0,0,7,,6,80,,,,,,,,,,,7,,,,,1,,1,,1,12,120.720895,24.173782,NJD-6036,M218975630,B12,1694787120
5581,2023,9,15,14,15,West,0,0,7,,6,50,,,,,,,,,,,86,,,,,6,,9,,1,12,120.669561,24.1478,EMM-1106,M126268306,C03,1694787240
5582,2023,9,15,14,17,Xitun,0,1,7,2,6,50,3,1,1,5,4,6,6,3,1,16,24,3,10,3,6,1,8,2,4,1,12,120.647774,24.166957,HXD-4105,F132234486,C03,1694787300
5583,2023,9,15,14,18,Xitun,0,1,7,3,6,50,5,4,1,5,4,6,6,2,1,13,84,3,10,3,9,1,8,2,5,1,12,120.657382,24.163178,YAZ-4160,Z180296294,B03,1694787420
5584,2023,9,15,14,26,Beitun,0,0,7,,6,50,,,,,,,,,,,34,,,,,1,,1,,1,13,120.692242,24.164941,AQJ-8866,E183581844,C03,1694787480
5585,2023,9,15,14,30,Nantun,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,30,87,,,,,1,,1,,1,12,120.635711,24.143383,ETF-1235,K239449762,B03,1694787960
5586,2023,9,15,14,32,Tanzi,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,2,,1,12,120.703245,24.213891,RLD-3149,X132081166,F03,1694788200
5587,2023,9,15,14,33,Xitun,0,0,7,,6,40,,,,,,,,,,13,84,,,,,1,,1,,1,13,120.646067,24.164335,JOR-5594,X172257858,B03,1694788320
5588,2023,9,15,14,38,East,0,2,7,3,6,50,4,1,1,5,4,6,6,2,1,16,11,2,9,2,6,1,10,2,11,1,12,120.692502,24.138738,FJX-3060,F129847714,C03,1694788380
5589,2023,9,15,14,41,East,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,13,120.702063,24.140485,KLO-3010,L113284770,B03,1694788680
5590,2023,9,15,14,41,Beitun,0,0,7,2,6,50,13,8,1,5,4,6,6,4,4,12,84,3,10,3,9,1,8,4,5,1,13,120.693177,24.168301,VZS-7093,L234562874,B03,1694788860
5591,2023,9,15,14,45,South,0,1,7,2,6,50,4,1,1,5,4,6,6,2,1,17,84,2,7,5,9,1,10,2,14,1,13,120.666923,24.118581,LDW-7380,N159427263,B12,1694788860
5592,2023,9,15,14,45,Nantun,0,0,7,,6,50,,,,,,,,,,21,59,,,,,1,8,2,,1,12,120.627435,24.140151,QJS-4215,A195979666,C03,1694789100
5593,2023,9,15,14,47,Taiping,0,1,7,3,6,50,4,2,1,5,4,6,6,3,1,16,11,2,9,1,5,1,8,2,11,1,12,120.727508,24.150133,JMK-8123,C263434007,B03,1694789100
5594,2023,9,15,14,49,Xitun,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,16,47,3,10,5,5,1,8,2,5,1,13,120.644036,24.160963,CNH-7123,W137535742,C03,1694789220
5595,2023,9,15,14,52,North,0,1,7,1,6,50,5,1,1,5,4,6,6,1,1,16,8,3,10,1,7,1,10,2,13,1,12,120.686252,24.15482,KZM-9690,U275683444,C03,1694789340
5596,2023,9,15,14,56,North,0,0,7,,6,40,,,,,,,,,,,48,,,,,1,,1,,1,12,120.684381,24.153128,NUO-5628,C215609967,B03,1694789520
5597,2023,9,15,14,59,Shalu,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,2,,1,12,120.566652,24.203059,FAR-4147,A270044241,C03,1694789760
5598,2023,9,15,15,0,Beitun,0,0,7,,6,30,,,,,,,,,,11,50,,,,,1,,2,,1,13,120.727227,24.17777,VAJ-5407,P127427738,B12,1694789940
5599,2023,9,15,15,0,Dali,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.688262,24.094167,GRE-6382,Q182474670,B02,1694790000
5600,2023,9,15,15,2,Beitun,0,0,7,,6,30,,,,,,,,,,,84,,,,,1,,1,,1,13,120.702868,24.168861,HDT-8093,R250964522,B03,1694790000
5601,2023,9,15,15,6,Wufeng,0,1,7,3,6,30,4,1,1,5,4,6,6,4,4,17,14,3,10,3,6,1,8,2,5,1,12,120.6857,24.035571,SFW-6705,E288512012,B13,1694790120
5602,2023,9,15,15,9,Beitun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,12,120.68344,24.171653,QYI-7008,T212494433,A42,1694790360
5603,2023,9,15,15,9,Wuri,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,13,120.638093,24.107787,RJF-5443,X148459927,B03,1694790540
5604,2023,9,15,15,10,Daya,0,1,7,1,6,40,13,9,1,5,4,6,6,4,4,12,7,2,8,1,9,1,10,2,14,1,13,120.638492,24.218922,RKJ-1836,Q216720071,B03,1694790540
5605,2023,9,15,15,12,Xitun,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.622549,24.174298,UOD-518,I118390358,B03,1694790600
5606,2023,9,15,15,12,Dali,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,17,47,3,10,3,5,1,8,2,2,1,13,120.687463,24.094923,IHE-4295,D138682479,C03,1694790720
5607,2023,9,15,15,20,Longjing,0,0,7,,6,30,,,,,,,,,,14,49,,,,,1,,2,,1,12,120.587847,24.179675,XMC-8713,H167635409,C03,1694790720
5608,2023,9,15,15,21,Wuri,0,0,7,,6,60,,,,,,,,,,,49,,,,,1,,2,,1,12,120.624169,24.104582,AED-4801,F256112681,F03,1694791200
5609,2023,9,15,15,23,Xitun,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.653839,24.160652,FWZ-6191,A288137367,B12,1694791260
5610,2023,9,15,15,24,Wufeng,0,1,7,2,6,40,13,8,1,5,4,6,6,4,4,17,7,2,9,1,9,1,10,2,11,1,12,120.696167,24.022967,EIY-9714,A222790869,B03,1694791380
5611,2023,9,15,15,30,Longjing,0,0,7,,6,30,,,,,,,,,,,50,,,,,1,,2,,1,6,120.520756,24.204402,CZM-7913,I110356589,C03,1694791440
5612,2023,9,15,15,34,East,0,1,7,3,6,50,4,1,1,5,4,6,6,2,1,16,11,2,8,1,5,1,10,2,12,1,12,120.696485,24.138879,PGL-1589,A216448300,B03,1694791800
5613,2023,9,15,15,38,Kamioka,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,13,7,2,9,2,9,1,10,2,11,1,13,120.642412,24.251526,YYY-6533,U255181202,B03,1694792040
5614,2023,9,15,15,40,Qingshui,0,1,7,2,6,50,4,1,1,5,4,6,6,1,1,16,20,3,10,3,5,1,8,2,5,1,6,120.566565,24.268398,EQZ-7046,N127977772,B03,1694792280
5615,2023,9,15,15,40,Kamioka,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,12,120.696884,24.248396,NTE-8258,S233215877,B03,1694792400
5616,2023,9,15,15,42,Fengyuan,0,0,7,,6,50,,,,,,,,,,24,50,,,,,1,,2,,1,12,120.715952,24.242099,GKV-8574,C242440406,A02,1694792400
5617,2023,9,15,15,43,Daya,0,0,7,,6,60,,,,,,,,,,,40,,,,,1,,2,,1,13,120.641037,24.230686,FJI-7104,T113911413,B03,1694792520
5618,2023,9,15,15,44,South,0,2,7,2,6,50,4,1,1,5,4,6,5,2,1,15,21,2,9,1,9,1,10,2,14,1,12,120.684102,24.122352,DLL-5301,R242743649,B01,1694792580
5619,2023,9,15,15,47,West,0,0,7,2,6,50,4,1,1,5,4,6,6,1,1,16,11,,,,,1,,3,,1,13,120.655177,24.135178,LJR-5822,B145393061,B03,1694792640
5620,2023,9,15,15,49,Nantun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,13,120.634161,24.157678,AQV-9781,E241094829,C03,1694792820
5621,2023,9,15,15,49,Wufeng,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,12,1,3,10,1,4,1,10,2,11,1,12,120.697711,24.064735,CFD-1040,B262885492,C03,1694792940
5622,2023,9,15,15,50,Taiping,0,2,7,2,6,50,3,1,1,5,4,6,6,4,4,16,1,2,8,2,4,1,10,2,11,1,5,120.734425,24.144524,ZLG-4936,T227266265,B03,1694792940
